registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2011-05-11,0.01447,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-05-05,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-07,0.02044,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-07-10,0.0018,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-07-03,0.0197,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-06-23,0.0108,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-20,0.044215,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-06-11,0.020821,RUB,skill_fill_yahoo,yahoo_ex_div,
2019-06-10,0.0207533,RUB,moex_iss,,
2020-01-13,0.0200649,RUB,moex_iss,,
2021-06-11,0.0335009,RUB,moex_iss,,
2022-06-28,0.0338114,RUB,moex_iss,,
2023-01-08,0.034,RUB,moex_iss,,
2023-06-23,0.01121,RUB,moex_iss,,
2024-07-04,0.06621,RUB,moex_iss,,
2025-06-25,0.067638,RUB,moex_iss,,
