registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2012-08-09,0.32,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-11-09,0.227,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-02-06,0.225,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-07,0.23,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-22,0.248,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-10-01,0.2275,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-05-05,0.2421,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-06-11,0.2474,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-09-12,0.2504,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-12-11,0.2447,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-01-23,0.2753,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-04-30,0.4086,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-06-10,0.4145,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-09-08,0.4034,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-12-07,0.4123,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-05-04,0.397,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-06-10,0.3871,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-12-08,0.3744,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-05-10,0.3676,RUB,skill_fill_yahoo,yahoo_ex_div,
2021-04-26,0.61,RUB,moex_iss,,
