registry_close,amount,currency,source,registry_close_source
2008-03-12,0.137795,RUB,skill_fill_tbank,tbank_reestr
2009-03-10,0.108267,RUB,skill_fill_tbank,tbank_reestr
2010-03-11,0.108381,RUB,skill_fill_yahoo,yahoo_ex_div
2011-03-11,0.108381,RUB,skill_fill_yahoo,yahoo_ex_div
2012-03-12,0.108381,RUB,skill_fill_yahoo,yahoo_ex_div
2013-03-06,0.108381,RUB,skill_fill_yahoo,yahoo_ex_div
2014-07-04,0.108381,RUB,skill_fill_yahoo,yahoo_ex_div
2015-07-01,1.990275,RUB,skill_fill_yahoo,yahoo_ex_div
2016-06-03,1.034549,RUB,skill_fill_yahoo,yahoo_ex_div
2017-05-29,1.034549,RUB,skill_fill_yahoo,yahoo_ex_div
2018-06-01,1.62,RUB,skill_fill_yahoo,yahoo_ex_div
2019-06-10,3.71,RUB,moex_iss,
2020-12-11,3.33,RUB,moex_iss,
2021-06-07,4.56,RUB,moex_iss,
2022-08-29,11.81,RUB,moex_iss,
2023-05-10,21.16,RUB,moex_iss,
2023-10-09,19.08,RUB,moex_iss,
2024-05-06,23.37,RUB,moex_iss,
2024-09-30,27.26,RUB,moex_iss,
2025-05-05,29.72,RUB,moex_iss,
2025-10-06,16.61,RUB,skill_fill_yahoo,yahoo_ex_div
2026-05-12,26.23,RUB,skill_fill_yahoo,yahoo_ex_div
