registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2015-09-04,0.08,USD,moex_iss,,
2015-12-11,0.3,USD,moex_iss,,
2016-05-06,0.13,USD,moex_iss,,
2016-09-02,0.09,USD,moex_iss,,
2016-12-16,0.15,USD,moex_iss,,
2017-05-05,0.18,USD,moex_iss,,
2017-05-05,10.62,RUB,manual_disclosure,,
2017-09-08,0.14,USD,moex_iss,,
2017-09-08,8.26,RUB,manual_disclosure,,
2018-05-11,0.3,USD,moex_iss,,
2018-05-11,17.1,RUB,manual_disclosure,,
2018-09-07,11.05,RUB,manual_disclosure,,
2019-05-10,20.28,RUB,manual_disclosure,,
2019-09-06,16.75,RUB,manual_disclosure,smart-lab,
2020-02-14,12.65,RUB,manual_disclosure,,
2020-05-11,31.5,RUB,manual_disclosure,,
2020-09-04,29.8,RUB,manual_disclosure,,
2021-05-07,66.3,RUB,manual_disclosure,,
2021-09-10,33.2,RUB,manual_disclosure,,
