registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2007-04-09,3.292837,RUB,skill_fill_tbank,tbank_reestr,
2008-05-26,1.095632,RUB,skill_fill_tbank,tbank_reestr,
2008-11-21,2.10241,RUB,skill_fill_tbank,tbank_reestr,
2009-04-17,3.363856,RUB,skill_fill_tbank,tbank_reestr,
2010-04-22,5.886748,RUB,skill_fill_yahoo,yahoo_ex_div,
2010-11-22,5.886748,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-04-21,3.958754,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-11-21,5.937206,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-04-24,7.265929,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-11-15,6.30723,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-04-29,5.149748,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-11-18,4.20482,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-07-07,2.6028,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-07-06,6.854557,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-06-28,6.877463,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-07,6.975408,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-05-29,16.735186,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-05-30,8.367593,RUB,skill_fill_tbank,tbank_reestr,
2019-06-03,10.9,RUB,moex_iss,,
2020-06-17,11.710424,RUB,moex_iss,,
2021-06-24,12.5,RUB,moex_iss,,
2022-05-22,14.0,RUB,moex_iss,,
2023-05-23,15.5,RUB,moex_iss,,
2024-05-26,28.4,RUB,moex_iss,,
2025-01-11,20.0,RUB,moex_iss,,
2025-06-02,37.0,RUB,moex_iss,,
2025-12-19,26.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2026-05-05,32.0,RUB,skill_fill_yahoo,yahoo_ex_div,
