registry_close,amount,currency,source,registry_close_source
2006-05-12,1.5,RUB,skill_fill_tbank,tbank_reestr
2007-05-11,2.54,RUB,skill_fill_tbank,tbank_reestr
2008-05-08,2.66,RUB,skill_fill_tbank,tbank_reestr
2009-05-08,0.36,RUB,skill_fill_tbank,tbank_reestr
2010-05-11,2.39,RUB,skill_fill_yahoo,yahoo_ex_div
2011-05-13,3.85,RUB,skill_fill_yahoo,yahoo_ex_div
2012-05-11,8.97,RUB,skill_fill_yahoo,yahoo_ex_div
2013-05-14,5.99,RUB,skill_fill_yahoo,yahoo_ex_div
2014-07-17,7.2,RUB,moex_iss,
2015-07-16,7.2,RUB,moex_iss,
2016-07-20,7.89,RUB,moex_iss,
2017-07-20,8.04,RUB,moex_iss,
2018-07-19,8.04,RUB,moex_iss,
2019-07-18,16.61,RUB,moex_iss,
2020-07-16,15.24,RUB,moex_iss,
2021-07-15,12.55,RUB,moex_iss,
2022-10-11,51.03,RUB,moex_iss,
