registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-04-13,7.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2010-08-05,5.64,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-04-11,13.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-05-18,5.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-02-16,4.7,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-05-03,6.35,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-08-13,11.58,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-11-08,9.24,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-04-03,4.25,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-08-08,9.5,RUB,moex_iss,,
2014-06-06,3.8,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-06-07,10.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-07,9.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-05-29,9.8,RUB,skill_fill_yahoo,yahoo_ex_div,
2026-01-27,20.0,RUB,skill_fill_yahoo,yahoo_ex_div,
