registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2004-04-25,0.2515,RUB,skill_fill_dohod,,
2004-10-11,0.6428,RUB,skill_fill_dohod,,
2005-04-25,0.256,RUB,skill_fill_dohod,,
2005-10-31,0.377,RUB,skill_fill_dohod,,
2006-04-21,0.523,RUB,skill_fill_dohod,,
2006-07-31,0.00055,RUB,skill_fill_dohod,,
2007-04-05,1.1,RUB,skill_fill_dohod,,
2007-09-03,0.83,RUB,skill_fill_dohod,,
2008-04-10,1.52,RUB,skill_fill_dohod,,
2008-07-24,1.0,RUB,skill_fill_dohod,,
2009-04-20,1.52,RUB,skill_fill_dohod,,
2009-09-09,1.0,RUB,skill_fill_dohod,,
2010-03-22,1.75,RUB,skill_fill_dohod,,
2010-09-09,1.5,RUB,skill_fill_dohod,,
2011-03-22,2.5,RUB,skill_fill_dohod,,
2011-09-08,2.5,RUB,skill_fill_dohod,,
2012-03-23,3.5,RUB,skill_fill_dohod,,
2012-09-10,3.0,RUB,skill_fill_dohod,,
2013-03-21,3.86,RUB,skill_fill_dohod,,
2013-09-16,3.4,RUB,skill_fill_dohod,,
2014-04-29,4.49,RUB,skill_fill_dohod,,
2014-10-27,5.1,RUB,skill_fill_dohod,,
2015-04-30,52.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-05-05,5.2,RUB,skill_fill_dohod,,
2015-10-06,6.6,RUB,skill_fill_dohod,,
2016-05-04,6.9,RUB,skill_fill_dohod,,
2016-10-11,6.9,RUB,skill_fill_dohod,,
2017-05-02,7.0,RUB,skill_fill_dohod,,
2017-10-10,6.95,RUB,skill_fill_dohod,,
2018-05-03,8.0,RUB,skill_fill_dohod,,
2018-10-10,9.25,RUB,moex_iss,,
2019-05-06,16.81,RUB,moex_iss,,
2019-10-10,14.23,RUB,moex_iss,,
2020-05-08,18.1,RUB,moex_iss,,
2020-10-12,11.82,RUB,moex_iss,,
2021-05-07,23.74,RUB,moex_iss,,
2021-10-11,27.67,RUB,moex_iss,,
2022-05-05,43.77,RUB,moex_iss,,
2022-10-09,45.0,RUB,moex_iss,,
2023-05-03,60.58,RUB,moex_iss,,
2023-10-10,34.5,RUB,moex_iss,,
2024-03-26,44.09,RUB,moex_iss,,
2024-10-11,35.5,RUB,moex_iss,,
2025-04-28,46.65,RUB,moex_iss,,
2025-10-06,35.5,RUB,skill_fill_dohod,,
2026-04-13,47.23,RUB,skill_fill_dohod,,
