registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-05-20,98.5,RUB,skill_fill_tbank,tbank_reestr,
2010-05-21,3.15,RUB,skill_fill_yahoo,yahoo_ex_div,
2010-08-09,98.5,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-05-16,142.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-11-22,276.5,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-04-28,1.7,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-08-22,281.56,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-10,5.4,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-08-21,433.72,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-07-17,4.78,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-07-08,18.92,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-07-08,690.15,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-07-10,34.18,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-07-09,8.71,RUB,moex_iss,,
2019-07-08,110.0,RUB,moex_iss,,
2020-07-13,13.87,RUB,moex_iss,,
2021-07-13,3699.27,RUB,moex_iss,,
2022-07-13,5.29,RUB,moex_iss,,
2023-07-13,131.0,RUB,moex_iss,,
2024-07-09,21.42,RUB,moex_iss,,
2025-06-02,9.55,RUB,moex_iss,,
