registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2005-04-28,29.0,RUB,skill_fill_dohod,,
2006-05-12,37.88,RUB,skill_fill_dohod,,
2007-05-21,50.83,RUB,skill_fill_dohod,,
2008-05-15,53.92,RUB,skill_fill_dohod,,
2009-05-25,23.14,RUB,skill_fill_dohod,,
2010-05-21,1.5,RUB,skill_fill_dohod,,
2011-05-06,5.1,RUB,skill_fill_dohod,,
2012-05-24,26.52,RUB,skill_fill_dohod,,
2013-05-24,279.83,RUB,skill_fill_dohod,,
2014-06-17,533.91,RUB,moex_iss,,
2015-05-28,831.07,RUB,moex_iss,,
2015-10-09,788.0,RUB,moex_iss,,
2016-05-27,458.22,RUB,moex_iss,,
2016-10-03,816.0,RUB,moex_iss,,
2017-04-26,1300.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-05,1300.0,RUB,moex_iss,,
2017-10-19,410.18,RUB,moex_iss,,
2017-10-19,762.68,RUB,skill_fill_dohod,,
2018-06-06,890.45,RUB,moex_iss,,
2018-10-12,756.0,RUB,moex_iss,,
2019-06-03,873.42,RUB,moex_iss,,
2019-10-11,884.6,RUB,moex_iss,,
2022-07-11,563.76,RUB,moex_iss,,
2023-06-05,563.77,RUB,moex_iss,,
2024-06-03,564.0,RUB,skill_fill_dohod,,
