registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2008-03-07,0.502,RUB,skill_fill_tbank,tbank_reestr,
2010-04-05,0.37,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-04-05,0.33,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-11-26,0.28,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-12-23,0.58,RUB,moex_iss,,
2015-10-09,0.58,RUB,moex_iss,,
2016-06-07,0.31,RUB,moex_iss,,
2016-10-11,0.72,RUB,moex_iss,,
2017-06-06,1.24,RUB,moex_iss,,
2017-10-10,0.87,RUB,moex_iss,,
2017-12-19,1.11,RUB,moex_iss,,
2018-06-13,0.81,RUB,moex_iss,,
2018-06-25,0.8,RUB,moex_iss,,
2018-10-09,1.589,RUB,moex_iss,,
2018-12-18,2.114,RUB,moex_iss,,
2019-06-11,1.398,RUB,moex_iss,,
2019-06-20,1.488,RUB,moex_iss,,
2019-10-15,0.69,RUB,moex_iss,,
2020-01-15,1.65,RUB,moex_iss,,
2020-06-17,1.507,RUB,moex_iss,,
2020-09-23,0.607,RUB,moex_iss,,
2021-01-14,2.391,RUB,moex_iss,,
2021-06-17,0.945,RUB,moex_iss,,
2021-06-17,1.795,RUB,skill_fill_dohod,,
2021-09-27,3.53,RUB,moex_iss,,
2022-01-13,2.663,RUB,moex_iss,,
2024-06-10,2.752,RUB,moex_iss,,
2024-10-17,2.494,RUB,moex_iss,,
