registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2011-05-04,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-05-03,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-07,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-10-10,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-07-06,0.01,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-07-09,0.01,RUB,moex_iss,,
2019-07-12,0.01,RUB,moex_iss,,
2020-07-08,0.01,RUB,moex_iss,,
2021-07-13,0.01,RUB,moex_iss,,
2022-07-15,0.01,RUB,moex_iss,,
2023-07-18,0.01,RUB,moex_iss,,
2024-07-08,0.01,RUB,moex_iss,,
2025-07-15,0.01,RUB,moex_iss,,
