registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-04-30,2.3,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-04-20,2.76,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-05-03,3.45,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-09-20,4.08,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-07,8.05,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-07-08,12.85,RUB,moex_iss,,
2015-06-29,8.21,RUB,moex_iss,,
2016-06-27,11.75,RUB,moex_iss,,
2017-07-03,5.98,RUB,moex_iss,,
2017-10-10,3.83,RUB,moex_iss,,
2018-07-02,6.65,RUB,moex_iss,,
2018-10-09,14.58,RUB,moex_iss,,
2019-06-17,11.33,RUB,moex_iss,,
2019-10-11,15.34,RUB,moex_iss,,
2020-06-15,18.07,RUB,moex_iss,,
2021-06-15,6.94,RUB,moex_iss,,
2021-10-11,18.03,RUB,moex_iss,,
2022-07-11,23.63,RUB,moex_iss,,
2023-01-12,20.39,RUB,moex_iss,,
2023-07-11,17.97,RUB,moex_iss,,
2024-01-11,30.77,RUB,moex_iss,,
2024-07-09,29.01,RUB,moex_iss,,
2025-01-10,36.47,RUB,moex_iss,,
2025-07-20,14.68,RUB,moex_iss,,
2026-01-12,11.56,RUB,skill_fill_yahoo,yahoo_ex_div,
2026-07-09,2.27,RUB,skill_fill_tbank,tbank_reestr,
