registry_close,amount,currency,source,registry_close_source
2013-04-30,0.41,RUB,skill_fill_yahoo,yahoo_ex_div
2014-06-27,0.58,RUB,skill_fill_yahoo,yahoo_ex_div
2016-11-17,0.41,RUB,skill_fill_yahoo,yahoo_ex_div
2017-06-29,1.29,RUB,skill_fill_yahoo,yahoo_ex_div
2018-06-25,2.86,RUB,skill_fill_yahoo,yahoo_ex_div
2019-07-10,2.86,RUB,moex_iss,
2020-10-19,1.03,RUB,moex_iss,
2021-07-12,2.86,RUB,moex_iss,
2022-07-08,3.44,RUB,moex_iss,
2023-07-17,0.19,RUB,moex_iss,
2023-07-17,6.14,RUB,skill_fill_dohod,
2024-07-17,3.27,RUB,moex_iss,
2025-07-07,5.01,RUB,moex_iss,
