registry_close,amount,currency,source,registry_close_source
2011-04-21,0.262,RUB,skill_fill_yahoo,yahoo_ex_div
2012-04-19,0.284,RUB,skill_fill_yahoo,yahoo_ex_div
2013-04-26,0.4,RUB,skill_fill_yahoo,yahoo_ex_div
2014-06-19,0.345,RUB,skill_fill_yahoo,yahoo_ex_div
2015-06-19,0.323,RUB,skill_fill_yahoo,yahoo_ex_div
2016-06-21,0.55,RUB,skill_fill_yahoo,yahoo_ex_div
2017-07-10,0.339,RUB,skill_fill_yahoo,yahoo_ex_div
2018-07-10,0.365,RUB,moex_iss,
2019-07-10,0.629,RUB,moex_iss,
2020-10-09,0.782,RUB,moex_iss,
2021-07-15,0.264,RUB,moex_iss,
2022-01-13,1.017,RUB,moex_iss,
2022-07-15,0.4118,RUB,moex_iss,
2023-01-13,0.509,RUB,moex_iss,
2023-07-14,0.033,RUB,moex_iss,
2024-07-12,0.67,RUB,moex_iss,
2025-07-11,0.974,RUB,moex_iss,
2026-01-13,0.713,RUB,skill_fill_yahoo,yahoo_ex_div
