registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2011-10-26,25.0,RUB,skill_fill_dohod,,
2012-04-18,32.5,RUB,skill_fill_dohod,,
2012-08-22,38.0,RUB,skill_fill_dohod,,
2012-11-23,25.0,RUB,skill_fill_dohod,,
2013-04-22,19.9,RUB,skill_fill_dohod,,
2013-09-06,15.45,RUB,moex_iss,,
2014-06-24,19.3,RUB,moex_iss,,
2014-09-29,25.0,RUB,moex_iss,,
2015-01-11,20.0,RUB,moex_iss,,
2015-07-25,20.0,RUB,manual_disclosure,,
2015-10-17,15.0,RUB,manual_disclosure,,
2016-01-26,48.0,RUB,manual_disclosure,,
2016-01-26,63.0,RUB,moex_iss,,
2016-06-11,57.0,RUB,moex_iss,,
2016-08-10,63.0,RUB,moex_iss,,
2016-10-14,33.0,RUB,moex_iss,,
2017-01-04,21.0,RUB,manual_disclosure,,
2017-01-27,39.0,RUB,moex_iss,,
2017-06-13,30.0,RUB,moex_iss,,
2017-07-17,21.0,RUB,moex_iss,,
2017-10-13,24.0,RUB,moex_iss,,
2018-03-12,21.0,RUB,moex_iss,,
2018-06-13,15.0,RUB,moex_iss,,
2018-07-23,24.0,RUB,moex_iss,,
2018-10-12,45.0,RUB,moex_iss,,
2019-02-04,72.0,RUB,moex_iss,,
2019-06-10,51.0,RUB,moex_iss,,
2019-07-10,72.0,RUB,moex_iss,,
2019-10-15,54.0,RUB,moex_iss,,
2020-02-04,48.0,RUB,moex_iss,,
2020-06-02,18.0,RUB,moex_iss,,
2020-07-06,78.0,RUB,moex_iss,,
2020-10-15,33.0,RUB,moex_iss,,
2020-12-25,123.0,RUB,moex_iss,,
2021-06-07,63.0,RUB,moex_iss,,
2021-07-05,105.0,RUB,moex_iss,,
2021-09-24,156.0,RUB,moex_iss,,
2021-12-20,234.0,RUB,moex_iss,,
2022-10-03,780.0,RUB,moex_iss,,
2022-12-19,318.0,RUB,moex_iss,,
2023-04-04,465.0,RUB,moex_iss,,
2023-07-11,264.0,RUB,skill_fill_dohod,,
2023-10-11,126.0,RUB,moex_iss,,
2023-12-25,291.0,RUB,moex_iss,,
2024-07-11,15.0,RUB,skill_fill_dohod,,
2024-07-11,294.0,RUB,moex_iss,,
2024-09-22,117.0,RUB,moex_iss,,
2024-12-22,126.0,RUB,moex_iss,,
2025-06-09,87.0,RUB,moex_iss,,
2025-10-01,273.0,RUB,skill_fill_dohod,,
