registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-05-11,52.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-05-05,59.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-05-10,75.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-11-13,40.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-14,50.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-08-15,50.0,RUB,moex_iss,,
2014-07-15,60.0,RUB,moex_iss,,
2014-12-26,60.0,RUB,moex_iss,,
2015-07-14,94.0,RUB,moex_iss,,
2015-12-24,65.0,RUB,moex_iss,,
2016-07-12,112.0,RUB,moex_iss,,
2016-12-23,75.0,RUB,moex_iss,,
2017-07-10,120.0,RUB,moex_iss,,
2017-12-22,85.0,RUB,moex_iss,,
2018-07-11,130.0,RUB,moex_iss,,
2018-12-21,95.0,RUB,moex_iss,,
2019-07-09,155.0,RUB,moex_iss,,
2019-12-20,192.0,RUB,moex_iss,,
2020-07-10,350.0,RUB,moex_iss,,
2020-12-18,46.0,RUB,moex_iss,,
2021-07-05,213.0,RUB,moex_iss,,
2021-12-21,340.0,RUB,moex_iss,,
2022-12-21,256.0,RUB,skill_fill_dohod,,
2022-12-21,537.0,RUB,moex_iss,,
2023-06-05,438.0,RUB,moex_iss,,
2023-12-17,447.0,RUB,moex_iss,,
2024-05-07,498.0,RUB,moex_iss,,
2024-12-17,514.0,RUB,moex_iss,,
2025-06-03,541.0,RUB,moex_iss,,
2026-01-12,397.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2026-05-04,278.0,RUB,skill_fill_yahoo,yahoo_ex_div,
