registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2008-05-08,0.65,RUB,skill_fill_tbank,tbank_reestr,
2009-05-08,0.63,RUB,skill_fill_tbank,tbank_reestr,
2010-04-16,0.45,RUB,skill_fill_tbank,tbank_reestr,
2011-04-15,1.15,RUB,skill_fill_tbank,tbank_reestr,
2012-04-11,2.59,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-04-12,3.2,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-06-16,3.2,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-06-16,0.45,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-06-10,1.97,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-13,6.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-06-25,12.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2019-06-13,16.0,RUB,moex_iss,,
2020-10-05,18.7,RUB,moex_iss,,
2021-05-12,18.7,RUB,moex_iss,,
2023-05-11,25.0,RUB,moex_iss,,
2024-07-11,33.3,RUB,moex_iss,,
2025-07-18,34.84,RUB,moex_iss,,
2026-07-20,37.64,RUB,skill_fill_tbank,tbank_reestr,
