registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2002-04-03,0.3324,RUB,skill_fill_tbank,tbank_reestr,
2003-03-30,1.055,RUB,skill_fill_tbank,tbank_reestr,
2004-04-12,0.1366,RUB,skill_fill_tbank,tbank_reestr,
2005-05-16,0.1905,RUB,skill_fill_tbank,tbank_reestr,
2013-05-03,0.163119,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-07-11,0.0391,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-06-22,0.1331,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-06-18,0.1366,RUB,skill_fill_yahoo,yahoo_ex_div,
2019-07-01,0.0352,RUB,moex_iss,,
2020-06-11,0.0947,RUB,moex_iss,,
2021-06-29,0.2626,RUB,moex_iss,,
2022-06-10,0.3479,RUB,moex_iss,,
2023-01-08,0.4435,RUB,moex_iss,,
2023-06-27,0.0588,RUB,moex_iss,,
2024-07-02,0.4249,RUB,moex_iss,,
2025-07-03,0.4281,RUB,moex_iss,,
2026-06-17,0.5379,RUB,skill_fill_tbank,tbank_reestr,
