registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-05-31,250.39,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2011-05-23,314.73,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2012-05-23,716.58,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2013-05-31,685.1,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2014-07-21,724.2099999999999,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2015-07-17,757.87,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2016-07-19,823.3100000000001,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2017-07-19,4296.48,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2017-09-18,3875.49,RUB,skill_fill_yahoo,yahoo_ex_div,100.0
2018-07-10,7578.27,RUB,moex_iss,,
2019-07-20,10705.95,RUB,moex_iss,,
2020-10-20,11612.2,RUB,moex_iss,,
2021-07-19,9224.28,RUB,moex_iss,,
2022-07-20,10497.36,RUB,moex_iss,,
2023-07-20,16665.2,RUB,moex_iss,,
2024-07-18,177.2,RUB,moex_iss,,
2025-07-17,198.25,RUB,moex_iss,,
