registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2011-03-03,15.0,RUB,skill_fill_dohod,,
2012-02-17,20.0,RUB,skill_fill_dohod,,
2013-02-18,20.0,RUB,skill_fill_dohod,,
2014-07-01,40.0,RUB,moex_iss,,
2015-04-18,78.0,RUB,moex_iss,,
2016-04-18,78.0,RUB,moex_iss,,
2017-06-20,78.0,RUB,skill_fill_dohod,,
2018-07-10,78.0,RUB,moex_iss,,
2019-07-10,78.0,RUB,moex_iss,,
2020-05-12,30.0,RUB,moex_iss,,
2020-10-12,20.0,RUB,moex_iss,,
2021-05-11,39.0,RUB,moex_iss,,
2023-07-07,78.0,RUB,moex_iss,,
2024-05-02,100.0,RUB,moex_iss,,
2025-04-29,78.0,RUB,moex_iss,,
