registry_close,amount,currency,source,registry_close_source
2018-01-05,6.2,RUB,skill_fill_yahoo,yahoo_ex_div
2018-07-08,6.2,RUB,moex_iss,
2019-05-03,24.78,RUB,moex_iss,
2019-06-25,11.15,RUB,moex_iss,
2019-09-09,8.67,RUB,moex_iss,
2019-11-25,11.16,RUB,moex_iss,
2020-04-27,24.78,RUB,moex_iss,
2020-06-02,6.2,RUB,moex_iss,
2020-09-21,24.78,RUB,moex_iss,
2020-12-22,24.78,RUB,moex_iss,
2021-04-26,18.59,RUB,moex_iss,
2021-09-06,24.78,RUB,moex_iss,
2021-12-12,18.59,RUB,moex_iss,
2022-11-28,17.34,RUB,moex_iss,
2023-02-14,7.54,RUB,skill_fill_dohod,
2023-02-14,31.66,RUB,moex_iss,
2023-05-22,26.02,RUB,moex_iss,
2023-09-25,47.08,RUB,moex_iss,
2023-11-23,57.0,RUB,moex_iss,
2024-05-29,33.46,RUB,moex_iss,
2024-10-02,34.7,RUB,moex_iss,
2024-12-02,49.57,RUB,moex_iss,
2025-04-28,28.5,RUB,manual_disclosure,
2025-10-07,24.79,RUB,skill_fill_disclosure,
2025-12-23,16.1,RUB,skill_fill_disclosure,
2026-04-28,22.31,RUB,skill_fill_yahoo,yahoo_ex_div
