registry_close,amount,currency,source,registry_close_source
2012-05-10,1.01,RUB,skill_fill_yahoo,yahoo_ex_div
2013-05-13,1.11,RUB,skill_fill_yahoo,yahoo_ex_div
2014-07-18,1.47,RUB,moex_iss,
2015-07-15,1.47,RUB,moex_iss,
2016-07-19,2.09,RUB,moex_iss,
2017-07-20,8.93,RUB,moex_iss,
2018-07-14,5.24,RUB,moex_iss,
2018-10-15,5.93,RUB,moex_iss,
2019-07-15,4.11,RUB,moex_iss,
2019-10-14,3.84,RUB,moex_iss,
2020-07-13,2.63,RUB,moex_iss,
2021-07-04,9.54,RUB,moex_iss,
2021-10-19,8.79,RUB,moex_iss,
2023-10-18,3.77,RUB,moex_iss,
2024-05-31,2.02,RUB,moex_iss,
2024-10-19,2.49,RUB,moex_iss,
