registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-05-17,3.57,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-04-26,4.44,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-04-23,7.3,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-04-24,9.3,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-08-25,4.09,RUB,moex_iss,,
2014-06-23,5.29,RUB,moex_iss,,
2014-10-17,4.62,RUB,moex_iss,,
2015-06-22,1.85,RUB,moex_iss,,
2015-10-16,5.92,RUB,moex_iss,,
2016-06-27,0.55,RUB,moex_iss,,
2017-06-26,10.68,RUB,moex_iss,,
2017-12-29,10.0,RUB,moex_iss,,
2018-06-26,5.0,RUB,moex_iss,,
2018-12-28,22.05,RUB,moex_iss,,
2019-07-01,7.95,RUB,moex_iss,,
2019-10-18,18.14,RUB,moex_iss,,
2020-06-26,19.82,RUB,moex_iss,,
2020-12-29,5.0,RUB,moex_iss,,
2021-06-25,10.0,RUB,moex_iss,,
2021-12-28,40.0,RUB,moex_iss,,
2022-07-08,16.0,RUB,moex_iss,,
2022-12-30,69.78,RUB,moex_iss,,
2023-07-10,12.16,RUB,moex_iss,,
2023-12-27,82.94,RUB,moex_iss,,
2024-07-08,19.49,RUB,moex_iss,,
2024-10-14,51.96,RUB,moex_iss,,
2025-07-08,27.21,RUB,moex_iss,,
2025-10-13,17.3,RUB,skill_fill_yahoo,yahoo_ex_div,
