registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2018-07-12,0.0656171,RUB,moex_iss,,
2018-10-12,0.08996275,RUB,moex_iss,,
2019-07-02,0.1461894704920518,RUB,moex_iss,,
2019-12-11,0.1349441266080478,RUB,moex_iss,,
2020-07-28,0.089962751072032,RUB,moex_iss,,
2020-12-15,0.089962751072032,RUB,moex_iss,,
2021-07-11,0.090206697777147,RUB,moex_iss,,
2021-12-17,0.0629679877635759,RUB,moex_iss,,
2022-05-23,0.089954268233679,RUB,moex_iss,,
2022-10-11,0.089954268233679,RUB,moex_iss,,
2023-07-14,0.1349314023505199,RUB,moex_iss,,
2023-10-10,0.089954268233679,RUB,moex_iss,,
2024-06-11,0.134931402350519,RUB,moex_iss,,
2024-10-11,0.089954268233679,RUB,moex_iss,,
