registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2012-05-04,0.44,RUB,manual_disclosure,,
2013-04-30,0.59,RUB,manual_disclosure,,
2014-07-02,0.9,RUB,manual_disclosure,,
