registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2015-04-28,7.206361,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-12-01,9.368438,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-05-26,4.556853,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-05-02,12.755416,RUB,skill_fill_yahoo,yahoo_ex_div,
2019-06-25,9.85,RUB,moex_iss,,
2020-07-28,6.73,RUB,moex_iss,,
2021-06-08,10.92,RUB,moex_iss,,
2022-09-20,11.08,RUB,moex_iss,,
2023-05-22,11.0,RUB,moex_iss,,
2024-05-28,15.85,RUB,moex_iss,,
2025-07-15,16.4,RUB,moex_iss,,
