registry_close,amount,currency,source,registry_close_source
2018-06-22,0.15065,RUB,skill_fill_yahoo,yahoo_ex_div
2019-07-17,0.0961,RUB,moex_iss,
2020-11-23,0.3185,RUB,moex_iss,
2021-06-02,0.27,RUB,skill_fill_yahoo,yahoo_ex_div
2021-07-09,0.27,RUB,moex_iss,
2022-10-12,0.31,RUB,moex_iss,
2023-07-07,0.75,RUB,moex_iss,
2023-12-18,0.43,RUB,moex_iss,
2024-07-10,0.14,RUB,moex_iss,
2025-07-16,0.26,RUB,moex_iss,
2026-01-15,0.25,RUB,skill_fill_yahoo,yahoo_ex_div
