registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2011-04-11,0.364239,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-08-17,0.044762,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-04-05,0.069637,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-04-03,0.109906,RUB,skill_fill_yahoo,yahoo_ex_div,
