registry_close,amount,currency,source,registry_close_source
2024-07-09,7.89,RUB,moex_iss,
2025-01-16,2.644669,RUB,moex_iss,
2025-07-10,3.1475426377,RUB,moex_iss,
2026-06-01,4.6765322467,RUB,skill_fill_tbank,tbank_reestr
