registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2010-05-14,1.8,RUB,manual_disclosure,,
2011-05-13,0.85,RUB,manual_disclosure,,
2012-05-10,36.89,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-05-08,126.67,RUB,skill_fill_yahoo,yahoo_ex_div,
