registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2012-05-23,0.1388,RUB,skill_fill_dohod,,
2013-05-24,0.1022,RUB,skill_fill_dohod,,
2014-07-20,0.0175,RUB,skill_fill_dohod,,
2015-07-15,0.00053,RUB,skill_fill_dohod,,
2016-07-18,0.105,RUB,skill_fill_dohod,,
2016-12-04,0.4758,RUB,skill_fill_dohod,,
2017-07-11,0.1634,RUB,skill_fill_dohod,,
2017-09-10,0.1198,RUB,skill_fill_dohod,,
2017-12-11,0.202,RUB,skill_fill_dohod,,
2018-03-25,0.119,RUB,skill_fill_dohod,,
2018-06-26,0.2095,RUB,skill_fill_dohod,,
2018-08-01,0.1379,RUB,skill_fill_dohod,,
2018-12-11,0.1381,RUB,moex_iss,,
2019-03-17,0.154,RUB,moex_iss,,
2019-06-16,0.142,RUB,moex_iss,,
2019-08-17,0.0882,RUB,moex_iss,,
2019-12-10,0.0882,RUB,moex_iss,,
2020-10-11,0.49417,RUB,moex_iss,,
2021-07-11,0.36886,RUB,moex_iss,,
2022-07-11,0.374812,RUB,moex_iss,,
