registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2021-05-24,0.11,USD,skill_fill_tbank,tbank_reestr,
2021-08-24,0.11,USD,skill_fill_tbank,tbank_reestr,
2021-11-23,0.11,USD,skill_fill_tbank,tbank_reestr,
2022-02-24,0.12,USD,skill_fill_tbank,tbank_reestr,
2022-08-24,0.12,USD,skill_fill_tbank,tbank_reestr,
2022-11-23,0.12,USD,skill_fill_tbank,tbank_reestr,
2023-03-09,0.12,USD,skill_fill_tbank,tbank_reestr,
2023-05-24,0.12,USD,skill_fill_tbank,tbank_reestr,
2023-08-24,0.12,USD,skill_fill_tbank,tbank_reestr,
2024-03-11,0.12,USD,skill_fill_tbank,tbank_reestr,
2024-05-24,0.12,USD,skill_fill_tbank,tbank_reestr,
2024-08-26,0.12,USD,skill_fill_tbank,tbank_reestr,
2024-11-25,0.119,USD,skill_fill_tbank,tbank_reestr,
2025-03-11,0.12,USD,skill_fill_tbank,tbank_reestr,
2025-05-26,0.12,USD,skill_fill_tbank,tbank_reestr,
2025-08-25,0.12,USD,skill_fill_tbank,tbank_reestr,
2025-11-25,0.12,USD,skill_fill_tbank,tbank_reestr,
2026-03-10,0.12,USD,skill_fill_tbank,tbank_reestr,
2026-05-25,0.12,USD,skill_fill_tbank,tbank_reestr,
