registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2007-05-07,0.0101,RUB,skill_fill_tbank,tbank_reestr,
2008-05-07,0.0126,RUB,skill_fill_tbank,tbank_reestr,
2009-03-11,0.0101,RUB,skill_fill_tbank,tbank_reestr,
2010-03-12,0.005554,RUB,skill_fill_yahoo,yahoo_ex_div,
2011-03-15,0.00944,RUB,skill_fill_yahoo,yahoo_ex_div,
2012-03-11,0.01016,RUB,skill_fill_yahoo,yahoo_ex_div,
2013-03-12,0.0106,RUB,skill_fill_yahoo,yahoo_ex_div,
2014-05-16,0.0107,RUB,skill_fill_yahoo,yahoo_ex_div,
2015-05-08,0.005,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-05-06,0.01136,RUB,skill_fill_yahoo,yahoo_ex_div,
2017-05-15,0.0091,RUB,skill_fill_yahoo,yahoo_ex_div,
2018-05-14,0.019222,RUB,skill_fill_yahoo,yahoo_ex_div,
2019-05-14,0.01932,RUB,moex_iss,,
2020-05-13,0.02021,RUB,moex_iss,,
2021-06-01,0.0393,RUB,moex_iss,,
2022-05-18,0.04285,RUB,moex_iss,,
2023-04-18,0.05085,RUB,moex_iss,,
2024-05-27,0.04887,RUB,moex_iss,,
2025-05-12,0.03775,RUB,moex_iss,,
2026-05-05,0.05725,RUB,skill_fill_yahoo,yahoo_ex_div,
