registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2012-03-11,2.3,RUB,skill_fill_dohod,,
2012-08-10,1.0,RUB,skill_fill_dohod,,
2012-11-05,1.0,RUB,skill_fill_dohod,,
2013-03-11,1.25,RUB,skill_fill_dohod,,
2013-08-02,1.0,RUB,moex_iss,,
2013-11-05,1.0,RUB,moex_iss,,
2014-05-12,1.0,RUB,skill_fill_dohod,,
2014-10-03,0.5,RUB,skill_fill_dohod,,
2014-12-29,0.5,RUB,skill_fill_dohod,,
2015-05-05,2.0,RUB,skill_fill_dohod,,
2015-10-02,0.7,RUB,skill_fill_dohod,,
2015-12-18,1.0,RUB,skill_fill_yahoo,yahoo_ex_div,
2016-05-04,2.8,RUB,skill_fill_dohod,,
2016-10-02,1.0,RUB,skill_fill_dohod,,
2016-12-18,1.0,RUB,skill_fill_dohod,,
2017-05-10,1.0,RUB,skill_fill_dohod,,
2017-10-08,1.0,RUB,skill_fill_dohod,,
2018-05-10,2.0,RUB,skill_fill_dohod,,
2018-12-23,2.0,RUB,moex_iss,,
2019-05-07,5.0,RUB,moex_iss,,
2019-09-23,1.0,RUB,moex_iss,,
2019-12-29,1.0,RUB,moex_iss,,
2021-05-11,6.85,RUB,moex_iss,,
2021-12-22,10.0,RUB,moex_iss,,
2022-05-23,17.4,RUB,moex_iss,,
2022-10-03,15.0,RUB,moex_iss,,
2023-05-22,35.0,RUB,moex_iss,,
2023-12-12,14.0,RUB,moex_iss,,
2024-05-27,15.0,RUB,moex_iss,,
2024-12-03,7.0,RUB,moex_iss,,
2025-05-26,2.5,RUB,moex_iss,,
2025-09-23,4.0,RUB,skill_fill_dohod,,
