registry_close,amount,currency,source,registry_close_source
2013-10-21,4.81,RUB,moex_iss,
2018-12-24,14.65,RUB,moex_iss,
2019-12-23,4.56,RUB,moex_iss,
2020-06-29,0.35,RUB,moex_iss,
2020-12-27,5.52,RUB,moex_iss,
2021-07-12,0.32,RUB,moex_iss,
2021-12-26,3.38,RUB,moex_iss,
2022-07-08,0.24,RUB,moex_iss,
2022-12-25,8.42,RUB,moex_iss,
2023-07-10,0.61506,RUB,moex_iss,
2024-12-22,14.97228,RUB,moex_iss,
2025-07-08,3.7609,RUB,moex_iss,
