registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2018-09-11,11.74,RUB,moex_iss,,
2019-06-13,15.69,RUB,moex_iss,,
2020-05-18,8.34,RUB,moex_iss,,
2020-09-15,15.0,RUB,moex_iss,,
2020-12-11,10.0,RUB,moex_iss,,
2021-01-25,10.0,RUB,moex_iss,,
2022-07-04,16.67,RUB,moex_iss,,
2022-09-02,12.5,RUB,moex_iss,,
2023-04-19,16.67,RUB,moex_iss,,
2023-09-19,12.5,RUB,moex_iss,,
2023-11-18,19.17,RUB,moex_iss,,
2024-06-11,25.0,RUB,moex_iss,,
2024-12-15,50.0,RUB,moex_iss,,
2025-06-07,29.0,RUB,moex_iss,,
2025-12-15,58.0,RUB,skill_fill_disclosure,,
